text,label,text_clean
"Vote as if your life depended upon it, because it does.",0,vote life depend upon
The new argument against gay equality: Same-sex marriage kills,1,new argument gay equality sex marriage kill
Dem convention speeches Day 4: 's Reality Check Team vets the claims,1,dem convention speech day reality check team vet claim
Now Ted Cruz is the enemy: Rupert Murdoch and WSJ open fire in new GOP civil war,1,ted cruz enemy rupert murdoch wsj open fire new gop civil war
"The last days of Washington, D.C.: America can no longer mask its steep decline",1,last day washington america no long mask steep decline
16 Times The Obama Administration Lied About The President's Position On Same-Sex Marriage,1,times obama administration lie president position sex marriage
Alternative Cancer Treatments With Positive Results and Generic-Drug Probe to Be Filed by Year-End,0,alternative cancer treatment positive result generic drug probe file year end
"In Bronx, Sanders voters find more common ground with Trump than Clinton",1,bronx sander voter find common ground trump clinton
The debate moderators missed the opportunity to ask about a real Democratic divide,1,debate moderator miss opportunity ask real democratic divide
Four big takeaways from Trump's 'Acela Primary' triumph,1,four big takeaway trump acela primary triumph
Elite conservative moneymen remain on sidelines,1,elite conservative moneyman remain sideline
Goldman Sachs Endorses Hillary Clinton For President,0,goldman sachs endorse hillary clinton president
Russia carries out new airstrikes in Syria,1,russia carry new airstrike syria
McConnell to Obama: Dems started the SCOTUS wars,1,mcconnell obama dem start scotus war
Pacific Islanders may have DNA of unknown human species,0,pacific islander may dna unknown human specie
WOW! Coláiste Lurgan Sing In English For A Change And It’s Shit,0,wow coláiste lurgan sing english change shit
"TRUMPED: After Deceiving The American People, The New York Times Vows To Start ‘Reporting Honestly’",0,trump deceive american people new york times vow start report honestly
Glenn Reynolds: Donald Trump is the response to a bullying culture,1,glenn reynolds donald trump response bully culture
"Donald Trump, a threat the Founding Fathers foresaw: He proves the need for the Electoral College — and is the best case for superdelegates",1,donald trump threat found father foresaw prove need electoral college good case superdelegate
Dr. Mercola: The Dangers of LED Lights,0,dr mercola dangers lead light
Six Corporations Will Soon Rule the Planet,0,six corporation soon rule planet
FBI Wiretapped Corruption Suspect Discussing Clinton Deals,0,fbi wiretappe corruption suspect discuss clinton deal
Refugees scooped out of Lake Erie,0,refugee scoop lake erie
Re: America Has Become A Lawless Nation – Hillary Clinton Magically Cleared By The FBI,0,america become lawless nation hillary clinton magically clear fbi
White House counterterrorism adviser Rand Beers to retire,1,white house counterterrorism adviser rand beer retire
Why swing voters are vanishing from US politics,1,swing voter vanish us politic
Netanyahu: Obama's Iranian Nuclear Deal Worse Than Israel Feared,1,netanyahu obama iranian nuclear deal bad israel fear
HILLARY PROMISES END TO VIOLENCE THROUGH CIVILIAN DISARMAMENT,0,hillary promise end violence civilian disarmament
"More Evidence Emerges Proving What a Shameless, Crony Fraud Evan Bayh Is",0,evidence emerge prove shameless crony fraud evan bayh
"Research Suggests Gun Background Checks Work, But They're Not Everything",1,research suggest gun background check work not everything
"60 Civilians Killed, 200 Injured As US-Led Airstrikes Hit a School In Iraq",0,civilian kill injure we lead airstrike hit school iraq
Re: OUCH! Hillary Clinton’s self-unaware lecture about religious freedom given important disclaimers,0,ouch hillary clinton self unaware lecture religious freedom give important disclaimer
Ruth Bader Ginsburg Has Perfect Response When Asked About Women On The Supreme Court,1,ruth bader ginsburg perfect response ask woman supreme court
Rick Rule,0,rick rule
"Clinton, Sanders Eclipse Challengers in 1st Debate",1,clinton sander eclipse challenger 1st debate
The most important line in Obama's new National Security Strategy,1,important line obama new national security strategy
Support for marriage equality in Ireland was strikingly broad,1,support marriage equality ireland strikingly broad
Ted Cruz isn't liked in Congress. What could that mean if he's president? (+video),1,ted cruz not like congress could mean president video
Healthcare system bleeds us dry by design,0,healthcare system bleed we dry design
Republicans Warn Iran Against Nuclear Deal With Obama,1,republicans warn iran nuclear deal obama
Bret Baier: FBI Indictment ALMOST certain in Hillary case,0,bret bai fbi indictment almost certain hillary case
"Speaker at Sanders Rally Tells Crowd Not to Vote Clinton, Gets Dragged Off Stage",0,speaker sander rally tell crowd not vote clinton get drag stage
More Reports Of Votes Flipping From Trump To Clinton In Texas ….election Officials Dismiss Concerns… An Ongoing Cbs4 Voter Fraud Investigation Finds People Voting Twice,0,report vote flip trump clinton texas election official dismiss concern ongoing cbs4 voter fraud investigation find people vote twice
Trump Loves 'the Poorly Educated' ... and Social Media Clamors,1,trump love poorly educate social medium clamor
Incredible smoke haze seen outside NDTV office after Arnab quits; bursting of firecrackers suspected,0,incredible smoke haze see outside ndtv office arnab quit burst firecracker suspect
Fascism In India - CounterCurrents.org,0,fascism india countercurrents org
Strategic Culture,0,strategic culture
Do Cholesterol Drugs Have Men By Their Gonads?,0,cholesterol drug man gonad
'HACKING DEMOCRACY' CREATOR JUST EXPOSED HOW HILLARY HAS ALREADY RIGGED '99% of VOTING MACHINES'! -,0,hack democracy creator expose hillary already rig voting machine
Many Popular Tea Bags Contain Alarming Amounts of Deadly Pesticides (avoid these brands like the plague),0,many popular tea bag contain alarming amount deadly pesticide avoid brand like plague
"Even If You Hate Trump, What this Leftist Just Did Is VILE... | The Federalist Papers",0,even hate trump leftist vile federalist paper
"Obama endorses Clinton for president, on heels of Sanders meeting",1,obama endorse clinton president heel sanders meeting
Clinton ‘Not Concerned’ About New Flap Over Classified Emails,1,clinton not concern new flap classified email
Connecticut’s highest court approves forced chemotherapy for teen,1,connecticut high court approve force chemotherapy teen
"He’s getting desperate: Trump’s campaign used to be confident, but Cruz has gotten him feeling downright thirsty",1,get desperate trump campaign use confident cruz get feel downright thirsty
US Military on Ground in Syria Training Opposition for Raqqa Operation,0,us military grind syria training opposition raqqa operation
The Orlando Shooter’s 911 Calls Were Finally Released — and They’re Very Telling,0,orlando shooter call finally release tell
"Obamacare Architect Jonathan Gruber: “Obamacare Is Not Imploding,” “Working As Designed”",0,obamacare architect jonathan gruber obamacare not implode working design
"U-M’s New ‘Chief Diversity Officer’ Will Collect $385,000 per Year",0,new chief diversity officer collect per year
BEARS BEWARE: This Just Hit One Of The Highest Levels In The Past 6 Years!,0,bear beware hit one high level past year
Spirit to thank veterans at annual Veterans Day Parade,0,spirit thank veteran annual veteran day parade
Indiana Gov. Pence backs Cruz for president ahead of state primary,1,indiana gov pence back cruz president ahead state primary
Trump triumphs: Two big takeaways after The Donald wins New York,1,trump triumph two big takeaway donald win new york
PETITION TO STOP GEORGE SOROS VOTING MACHINES HITS 100K,0,petition stop george soros voting machine hit 100k
"Iran nuclear talks: 'Tricky issues' remain, Kerry says",1,iran nuclear talk tricky issue remain kerry say
Hillary Clinton: 'unpatriotic' Donald Trump's praise of Putin is 'scary',1,hillary clinton unpatriotic donald trump praise putin scary
5 Things You Should Know About George Pataki,1,thing know george pataki
A ten point plan to defeat ISIS,1,ten point plan defeat isis
BREAKING: Obama Says There Were No Scandals During His Administration! HAHAHA!,0,break obama say no scandal administration hahaha
The Oregon standoff and America’s double standards on race and religion,1,oregon standoff america double standard race religion
Former Marine guilty of murder in 'American Sniper' trial,1,former marine guilty murder american sniper trial
Thanksgiving lessons for the Syrian refugee debate,1,thanksgiving lesson syrian refugee debate
WIKILEAKS BOMBSHELL : Chelsea Clinton Used Foundation CHARITY Money for Her LAVISH Wedding and “Life” – TruthFeed,0,wikileak bombshell chelsea clinton use foundation charity money lavish wedding life truthfeed
The Most Important Concepts The Manosphere Taught Me,0,important concept manosphere teach
"When Obama Admin Went After Banks, It Forced Them to Give Big Money to Some...Questionable Groups",0,obama admin go bank force give big money questionable group
